价格,新车价,行驶时间,公里数,保养方式,使用类型,所在地,环境标准,年检到期日,保险到期日,depre,city,miles,years,y
5.0,16.8,10年5个月,8.50万公里,4S店定期保养,非营运车,西安,国4,已到期,已到期,0.297619047619,xa,8.5,1.08333333333,-0.858661619038
16.38,19.52,2年5个月,2.00万公里,4S店定期保养,非营运车,西安,"国4,国5",2019年05月,已到期,0.839139344262,xa,2.0,2.16666666667,1.6518382785
5.3,9.42,2年8个月,2.20万公里,4S店定期保养,非营运车,西安,"国4,OBD",2019年02月,2018年02月,0.562632696391,xa,2.2,2.16666666667,0.251853657197
12.2,34.63,6年9个月,5.60万公里,4S店定期保养,非营运车,西安,欧4,2019年01月,2019年01月,0.352295697372,xa,5.6,6.5,-0.608963396793
38.8,52.1,2年2个月,1.80万公里,4S店定期保养,非营运车,西安,国5,2019年08月,2019年08月,0.74472168906,xa,1.8,2.16666666667,1.0706562114
28.98,30.37,4个月,0.30万公里,4S店定期保养,非营运车,西安,国5,2019年06月,2018年06月,0.95423114916,xa,0.3,4.33333333333,3.03730218975
92.6,135.14,2年6个月,1.20万公里,4S店定期保养,非营运车,西安,欧5,2019年04月,2019年04月,0.685215332248,xa,1.2,2.16666666667,0.77784433188
9.6,16.69,2年2个月,2.50万公里,4S店定期保养,非营运车,西安,"国4,京5",2019年08月,2019年08月,0.575194727382,xa,2.5,2.16666666667,0.30307775793
6.6,8.01,1年11个月,1.60万公里,4S店定期保养,非营运车,西安,"国4,国5",2017年11月,2017年11月,0.823970037453,xa,1.6,1.08333333333,1.54347994464
5.49,15.07,6年11个月,5.70万公里,4S店定期保养,非营运车,西安,国4,已到期,已到期,0.364299933643,xa,5.7,6.5,-0.556749336461
4.8,14.09,8年9个月,7.20万公里,4S店定期保养,非营运车,西安,国4,2018年01月,2018年01月,0.340667139815,xa,7.2,8.66666666667,-0.660322634912
6.5,8.87,1年1个月,0.80万公里,4S店定期保养,非营运车,西安,国5,2018年09月,2019年09月,0.732807215333,xa,0.8,1.08333333333,1.00891222175
4.81,13.0,8年6个月,7.00万公里,4S店定期保养,非营运车,西安,国4,2018年04月,2018年04月,0.37,xa,7.0,8.66666666667,-0.532216813747
5.5,11.81,6年5个月,4.90万公里,4S店定期保养,非营运车,西安,国4,2018年05月,2018年05月,0.465707027942,xa,4.9,6.5,-0.137387584315
7.2,26.9,10年11个月,9.00万公里,4S店定期保养,非营运车,西安,国3,2017年11月,2017年11月,0.267657992565,xa,9.0,1.08333333333,-1.00653760972
1.99,5.97,8年4个月,6.88万公里,4S店定期保养,非营运车,西安,国4,2018年06月,2018年06月,0.333333333333,xa,6.88,8.66666666667,-0.69314718056
17.53,38.19,5年11个月,4.90万公里,4S店定期保养,非营运车,西安,欧4,2017年11月,2017年11月,0.459020686043,xa,4.9,5.41666666667,-0.164285764758
3.2,5.62,2年1个月,1.00万公里,无定期保养,非营运车,西安,国4,2017年10月,2017年10月,0.569395017794,xa,1.0,2.16666666667,0.279383269637
9.53,11.6,11个月,0.16万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年11月,2017年11月,0.821551724138,xa,0.16,1.08333333333,1.52689611039
8.68,29.3,7年10个月,6.50万公里,4S店定期保养,非营运车,西安,国4,2017年12月,2017年12月,0.296245733788,xa,6.5,7.58333333333,-0.865239949917
16.88,24.18,2年9个月,2.30万公里,4S店定期保养,非营运车,西安,"国4,国5",2019年01月,2019年01月,0.698097601323,xa,2.3,2.16666666667,0.838255141013
7.48,11.92,2年9个月,2.30万公里,4S店定期保养,非营运车,西安,国4,2019年01月,2019年01月,0.627516778523,xa,2.3,2.16666666667,0.521578415542
8.28,9.75,1年5个月,1.20万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年05月,2019年05月,0.849230769231,xa,1.2,1.08333333333,1.72858056761
4.6,7.14,2年10个月,3.00万公里,无定期保养,非营运车,西安,"国4,国5",2017年11月,2017年11月,0.644257703081,xa,3.0,2.16666666667,0.593892222465
2.96,4.54,3年7个月,3.00万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年03月,2019年03月,0.651982378855,xa,3.0,3.25,0.627764421297
8.4,15.62,3年7个月,3.00万公里,4S店定期保养,非营运车,西安,国4,2018年03月,2019年03月,0.537772087068,xa,3.0,3.25,0.151376752945
15.2,20.71,2年6个月,2.10万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年04月,2017年12月,0.733944954128,xa,2.1,2.16666666667,1.01473080469
8.7,19.63,6年,5.00万公里,4S店定期保养,非营运车,西安,国4,2017年10月,2017年10月,0.443199184921,xa,5.0,6.5,-0.228188276528
5.5,11.71,6年,5.00万公里,4S店定期保养,非营运车,西安,国4,2018年01月,2018年01月,0.469684030743,xa,5.0,6.5,-0.121412803707
4.5,6.49,3年7个月,3.00万公里,4S店定期保养,非营运车,西安,国4,2018年03月,2018年03月,0.693374422188,xa,3.0,3.25,0.81594275804
11.6,19.84,3年7个月,3.00万公里,4S店定期保养,非营运车,西安,欧4,2018年03月,2019年03月,0.584677419355,xa,3.0,3.25,0.342004754191
8.2,16.49,3年7个月,3.00万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年03月,2018年03月,0.497271073378,xa,3.0,3.25,-0.010915814877
5.76,12.46,6年5个月,5.35万公里,4S店定期保养,非营运车,西安,国4,2019年05月,2019年05月,0.46227929374,xa,5.35,6.5,-0.151170051689
5.9,10.18,3年7个月,3.00万公里,4S店定期保养,非营运车,西安,"国4,京5",2018年03月,2019年03月,0.579567779961,xa,3.0,3.25,0.320999341318
4.2,6.49,4年,3.10万公里,4S店定期保养,非营运车,西安,"国4,京5",2017年10月,2017年10月,0.647149460709,xa,3.1,4.33333333333,0.606532707723
8.3,13.82,4年5个月,3.70万公里,4S店定期保养,非营运车,西安,"国4,OBD",2017年10月,2017年10月,0.600578871201,xa,3.7,4.33333333333,0.407877654514
2.28,3.47,3年4个月,2.80万公里,4S店定期保养,非营运车,西安,国4,2018年06月,2019年06月,0.657060518732,xa,2.8,3.25,0.650222135843
3.6,9.54,7年4个月,6.00万公里,无定期保养,非营运车,西安,国4,2017年10月,2017年10月,0.377358490566,xa,6.0,7.58333333333,-0.500775287912
8.3,9.76,1年2个月,1.00万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年08月,2018年08月,0.850409836066,xa,1.0,1.08333333333,1.73781907908
13.6,16.81,1年2个月,1.00万公里,4S店定期保养,非营运车,西安,国5,2018年08月,2019年08月,0.809042236764,xa,1.0,1.08333333333,1.4437988556
11.5,24.09,6年,6.00万公里,无定期保养,非营运车,西安,国4,2017年11月,2017年11月,0.477376504774,xa,6.0,6.5,-0.0905558126871
14.5,27.12,4年2个月,3.50万公里,4S店定期保养,非营运车,西安,国4,2018年07月,2018年07月,0.534660766962,xa,3.5,4.33333333333,0.138865792313
13.1,26.79,7年2个月,6.00万公里,4S店定期保养,非营运车,西安,国4,2018年01月,2018年01月,0.488988428518,xa,6.0,7.58333333333,-0.0440534090933
2.9,6.27,5年9个月,6.00万公里,无定期保养,非营运车,西安,国4,2017年10月,2017年10月,0.462519936204,xa,6.0,5.41666666667,-0.150202007372
7.9,12.9,1年2个月,1.00万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年08月,2019年08月,0.612403100775,xa,1.0,1.08333333333,0.457424847039
4.1,6.5,2年2个月,1.00万公里,4S店定期保养,非营运车,西安,国5,2019年08月,2018年05月,0.630769230769,xa,1.0,2.16666666667,0.535518236356
8.2,34.9,8年10个月,7.40万公里,4S店定期保养,非营运车,西安,国4,2017年12月,2017年12月,0.234957020057,xa,7.4,8.66666666667,-1.18052941114
59.8,72.73,2年,1.70万公里,4S店定期保养,非营运车,西安,"国4,国5",2017年10月,2017年10月,0.822219166781,xa,1.7,2.16666666667,1.53145546817
4.0,10.83,6年11个月,5.80万公里,4S店定期保养,非营运车,西安,国4,2017年11月,2017年11月,0.369344413666,xa,5.8,6.5,-0.535030312463
2.9,10.79,10年9个月,9.00万公里,4S店定期保养,非营运车,西安,国4,2018年01月,2018年01月,0.268767377201,xa,9.0,1.08333333333,-1.00088539787
9.5,11.27,1年2个月,1.00万公里,4S店定期保养,非营运车,西安,欧4,2018年08月,2019年08月,0.842945874002,xa,1.0,1.08333333333,1.68031225202
6.8,13.44,4年9个月,4.00万公里,4S店定期保养,非营运车,西安,国4,2019年01月,2019年01月,0.505952380952,xa,4.0,4.33333333333,0.0238106486937
14.4,34.93,4年9个月,4.00万公里,4S店定期保养,非营运车,西安,国4,2019年01月,2019年01月,0.412253077584,xa,4.0,4.33333333333,-0.354659024449
28.22,49.89,4年9个月,4.00万公里,4S店定期保养,非营运车,西安,国4,2019年01月,2019年01月,0.565644417719,xa,4.0,4.33333333333,0.264102130876
3.36,15.17,8年4个月,7.00万公里,4S店定期保养,非营运车,西安,国4,已到期,已到期,0.221489782465,xa,7.0,8.66666666667,-1.25700565623
3.9,7.79,6年5个月,5.40万公里,4S店定期保养,非营运车,西安,国4,2019年05月,2019年05月,0.500641848524,xa,5.4,6.5,0.00256739550525
12.7,14.0,7个月,0.70万公里,4S店定期保养,非营运车,西安,国5,2018年01月,2018年01月,0.907142857143,xa,0.7,7.58333333333,2.279237729
11.3,19.41,4年9个月,4.00万公里,4S店定期保养,非营运车,西安,国4,2018年01月,2018年01月,0.582174137043,xa,4.0,4.33333333333,0.331704857591
4.23,7.98,4年9个月,4.00万公里,4S店定期保养,非营运车,西安,欧4,2018年01月,2018年01月,0.53007518797,xa,4.0,4.33333333333,0.120446153076
6.5,13.45,4年9个月,4.00万公里,4S店定期保养,非营运车,西安,国4,2018年01月,2018年01月,0.483271375465,xa,4.0,4.33333333333,-0.0669394826751
9.2,14.79,4年9个月,4.00万公里,4S店定期保养,非营运车,西安,国4,2018年01月,2018年01月,0.622041920216,xa,4.0,4.33333333333,0.498224196888
13.8,25.51,4年9个月,4.00万公里,4S店定期保养,非营运车,西安,欧4,2019年01月,2019年01月,0.540964327715,xa,4.0,4.33333333333,0.164225414554
16.8,22.01,3年,1.80万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年10月,2017年12月,0.763289413903,xa,1.8,3.25,1.17079903064
6.1,14.63,8年4个月,7.00万公里,4S店定期保养,非营运车,西安,国4,2018年06月,2018年06月,0.416951469583,xa,7.0,8.66666666667,-0.335300590324
17.85,21.7,1年3个月,1.00万公里,4S店定期保养,非营运车,西安,国5,2018年07月,2018年07月,0.822580645161,xa,1.0,1.08333333333,1.53393035993
3.88,8.23,6年,7.70万公里,无定期保养,非营运车,西安,国4,2017年11月,2017年11月,0.471445929526,xa,7.7,6.5,-0.114340691465
6.8,16.26,7年1个月,6.00万公里,4S店定期保养,非营运车,西安,国4,2018年01月,2018年01月,0.418204182042,xa,6.0,7.58333333333,-0.330149770882
17.1,29.29,2年4个月,2.00万公里,4S店定期保养,非营运车,西安,"国4,国5",2019年06月,2018年06月,0.58381700239,xa,2.0,2.16666666667,0.338462520015
5.98,14.31,4年7个月,3.90万公里,4S店定期保养,非营运车,西安,国4,已到期,已到期,0.417889587701,xa,3.9,4.33333333333,-0.331442888216
4.0,10.85,8年3个月,7.00万公里,4S店定期保养,非营运车,西安,国3,2018年07月,2018年05月,0.36866359447,xa,7.0,8.66666666667,-0.537954291154
11.2,14.85,2年4个月,2.00万公里,4S店定期保养,非营运车,西安,国5,2019年06月,2019年06月,0.754208754209,xa,2.0,2.16666666667,1.12118661071
6.9,10.84,2年4个月,2.00万公里,4S店定期保养,非营运车,西安,"国4,OBD",2019年06月,2019年06月,0.636531365314,xa,2.0,2.16666666667,0.560340688293
8.5,12.8,3年2个月,2.00万公里,4S店定期保养,非营运车,西安,国5,2018年08月,2018年08月,0.6640625,xa,2.0,3.25,0.681451140797
4.98,13.01,5年2个月,4.40万公里,4S店定期保养,非营运车,西安,国4,2018年08月,2019年08月,0.382782475019,xa,4.4,5.41666666667,-0.477754636922
4.92,10.18,3年10个月,4.20万公里,4S店定期保养,非营运车,西安,国4,2018年12月,2018年12月,0.483300589391,xa,4.2,3.25,-0.0668224962454
1.49,4.1,7年4个月,8.00万公里,4S店定期保养,非营运车,西安,国4,2018年06月,2018年06月,0.363414634146,xa,8.0,7.58333333333,-0.560574101377
7.6,11.82,4年8个月,3.00万公里,4S店定期保养,非营运车,西安,国4,已到期,已到期,0.642978003384,xa,3.0,4.33333333333,0.588313119244
3.8,11.92,7年4个月,7.50万公里,4S店定期保养,非营运车,西安,国4,2018年06月,2018年06月,0.318791946309,xa,7.5,7.58333333333,-0.759329087441
5.5,11.92,7年4个月,5.80万公里,4S店定期保养,非营运车,西安,"国4,OBD",已到期,已到期,0.461409395973,xa,5.8,7.58333333333,-0.154670025463
16.5,20.6,2年,1.30万公里,4S店定期保养,非营运车,西安,"国4,国5",2017年10月,已到期,0.800970873786,xa,1.3,2.16666666667,1.3923734072
17.8,19.52,2年,1.30万公里,4S店定期保养,非营运车,西安,"国4,国5",已到期,已到期,0.911885245902,xa,1.3,2.16666666667,2.33687416647
5.9,11.82,4年11个月,4.20万公里,4S店定期保养,非营运车,西安,国4,2018年11月,2017年11月,0.499153976311,xa,4.2,4.33333333333,-0.00338409798424
2.25,9.31,8年11个月,7.60万公里,4S店定期保养,非营运车,西安,国4,2017年11月,2017年11月,0.241675617615,xa,7.6,8.66666666667,-1.14351483529
18.8,26.36,1年1个月,1.20万公里,无定期保养,非营运车,西安,"国4,国5",2017年11月,2017年11月,0.713201820941,xa,1.2,1.08333333333,0.910985679644
1.88,4.44,7年5个月,7.00万公里,4S店定期保养,非营运车,西安,国4,2018年05月,2018年05月,0.423423423423,xa,7.0,7.58333333333,-0.30873548165
9.48,21.69,6年1个月,5.20万公里,4S店定期保养,非营运车,西安,国4,2018年09月,2018年09月,0.437067773167,xa,5.2,6.5,-0.253070971856
4.38,5.85,4年8个月,4.00万公里,4S店定期保养,非营运车,西安,国4,2019年02月,2019年02月,0.748717948718,xa,4.0,4.33333333333,1.0917863236
4.5,8.66,4年8个月,4.00万公里,4S店定期保养,非营运车,西安,国4,2018年03月,2018年03月,0.519630484988,xa,4.0,4.33333333333,0.0785623225031
8.5,13.67,5年3个月,4.50万公里,4S店定期保养,非营运车,西安,"国4,OBD",2018年07月,2019年07月,0.621799561083,xa,4.5,5.41666666667,0.497193474976
4.8,12.9,8年5个月,7.20万公里,4S店定期保养,非营运车,西安,国4,2018年05月,2018年05月,0.372093023256,xa,7.2,8.66666666667,-0.523248143765
4.8,11.79,5年10个月,5.00万公里,4S店定期保养,非营运车,西安,国4,2018年12月,2018年12月,0.407124681934,xa,5.0,5.41666666667,-0.375864638332
13.2,31.26,5年10个月,5.00万公里,4S店定期保养,非营运车,西安,欧4,2017年12月,2017年12月,0.42226487524,xa,5.0,5.41666666667,-0.313482718397
2.28,3.47,3年3个月,2.80万公里,4S店定期保养,非营运车,西安,国4,2018年06月,2018年06月,0.657060518732,xa,2.8,3.25,0.650222135843
4.38,6.61,4年8个月,4.00万公里,4S店定期保养,非营运车,西安,国4,2018年03月,2018年03月,0.662632375189,xa,4.0,4.33333333333,0.675047138916
8.46,17.89,5年10个月,5.00万公里,4S店定期保养,非营运车,西安,国4,2018年12月,2018年06月,0.472889882616,xa,5.0,5.41666666667,-0.108546923027
8.9,19.63,5年10个月,5.00万公里,4S店定期保养,非营运车,西安,国4,2018年12月,2018年12月,0.453387671931,xa,5.0,5.41666666667,-0.186992279905
5.8,15.07,7年7个月,6.50万公里,4S店定期保养,非营运车,西安,国4,2018年03月,2018年03月,0.384870603849,xa,6.5,7.58333333333,-0.468925462025
13.6,47.74,9年7个月,8.20万公里,4S店定期保养,非营运车,西安,欧4,2018年03月,2018年03月,0.284876413909,xa,8.2,9.75,-0.920399924624
8.8,13.66,2年8个月,2.30万公里,4S店定期保养,非营运车,西安,"国4,国5",2019年02月,2019年02月,0.644216691069,xa,2.3,2.16666666667,0.593713283572
16.58,23.42,2年8个月,2.30万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年02月,2017年12月,0.707941929974,xa,2.3,2.16666666667,0.885409418073
13.8,17.36,4个月,0.20万公里,4S店定期保养,非营运车,西安,国5,2019年01月,2019年01月,0.794930875576,xa,0.2,4.33333333333,1.3549080473
6.38,7.42,2个月,0.08万公里,4S店定期保养,非营运车,西安,国5,2019年08月,2018年08月,0.859838274933,xa,0.08,2.16666666667,1.8139473842
4.98,10.84,4年11个月,5.00万公里,无定期保养,非营运车,西安,国4,2017年11月,2017年11月,0.459409594096,xa,5.0,4.33333333333,-0.162719712552
6.8,14.86,5年11个月,5.10万公里,4S店定期保养,非营运车,西安,国4,2017年11月,2017年11月,0.457604306864,xa,5.1,5.41666666667,-0.169990944336
5.98,16.64,7年2个月,4.60万公里,4S店定期保养,非营运车,西安,国4,2018年08月,2018年08月,0.359375,xa,4.6,7.58333333333,-0.578077850775
55.8,125.91,4年6个月,4.70万公里,4S店定期保养,非营运车,西安,欧4,2019年04月,2019年04月,0.443173695497,xa,4.7,4.33333333333,-0.228291567832
8.4,14.21,4年6个月,3.90万公里,4S店定期保养,非营运车,西安,国4,2019年04月,2019年04月,0.591133004926,xa,3.9,4.33333333333,0.368651134985
7.3,31.26,9年3个月,8.00万公里,4S店定期保养,非营运车,西安,国4,2018年07月,2018年07月,0.233525271913,xa,8.0,9.75,-1.18851142509
26.83,46.65,4年9个月,4.12万公里,4S店定期保养,非营运车,西安,欧4,2019年01月,2019年01月,0.57513397642,xa,4.12,4.33333333333,0.302829135536
4.6,11.31,8年8个月,7.50万公里,4S店定期保养,非营运车,西安,国3,2019年02月,2019年02月,0.406719717065,xa,7.5,8.66666666667,-0.377542647489
8.6,14.63,4年7个月,4.00万公里,4S店定期保养,非营运车,西安,"国4,京5",2019年03月,2019年03月,0.587833219412,xa,4.0,4.33333333333,0.35501519252
5.8,14.64,6年8个月,5.80万公里,4S店定期保养,非营运车,西安,国4,2019年02月,2019年02月,0.396174863388,xa,5.8,6.5,-0.421428959097
6.8,16.41,6年1个月,5.30万公里,4S店定期保养,非营运车,西安,国4,2019年09月,2018年09月,0.414381474711,xa,5.3,6.5,-0.3458816108
5.2,14.63,7年5个月,6.00万公里,4S店定期保养,非营运车,西安,国4,2018年05月,2018年05月,0.355434039645,xa,6.0,7.58333333333,-0.595237471058
11.2,15.17,1年7个月,1.30万公里,4S店定期保养,非营运车,西安,国5,2017年10月,2017年10月,0.738299274885,xa,1.3,1.08333333333,1.0371476836
3.85,16.49,10年4个月,9.00万公里,4S店定期保养,非营运车,西安,国4,2018年06月,2018年06月,0.233474833232,xa,9.0,1.08333333333,-1.18879324042
4.5,8.02,6年5个月,5.60万公里,4S店定期保养,非营运车,西安,国4,2018年05月,2018年05月,0.561097256858,xa,5.6,6.5,0.245616407166
5.8,10.84,3年5个月,3.00万公里,4S店定期保养,非营运车,西安,国4,2018年05月,2018年05月,0.535055350554,xa,3.0,3.25,0.140451835469
4.68,7.15,2年4个月,3.30万公里,非4S店定期保养,非营运车,西安,"欧4,OBD",2019年06月,2018年06月,0.654545454545,xa,3.3,2.16666666667,0.63907995929
