,GPS导航,city,depre,miles,y,years,上牌城市,上牌时间,主副驾驶安全气囊,事故排查,仪表台指示灯,供油方式,倒车影像系统,倒车雷达,儿童座椅接口,全景天窗,公里数,内部配置,前制动类型,前后排侧气囊,前后排头部气囊,前后排座椅加热,前后电动车窗,前悬挂类型,前轮胎规格,助力类型,卖家报价(万),厂商,发动机,发动机状态,变速箱1,变速箱及转向,变速箱详情,后制动类型,后悬挂类型,后视镜加热,后视镜电动调节,后视镜电动调节.1,后轮胎规格,外观件更换检测,外部配置,多功能方向盘,安全系统,定速巡航,底盘悬架项,总车型,感应后备箱,感应雨刷,排放标准,排放标准.1,排量,整备质量,新车指导价(万),无钥匙启动系统,最大扭矩,最大马力,服务费,机舱项,款式年份,气缸,泡水排查,漆面修复检测,火烧排查,灯光系统,燃料类型,燃油标号,电动吸合门,电动天窗,真皮座椅,空调,级别,缺陷项检测,胎压检测,自动空调,行李容积,车内中控锁,车型1,车身稳定控制,车身结构,轴承,进气形式,钣金修复检测,长宽高,防抱死系统,随车工具,驱动方式,驻车制动类型,高科技配置
596,无,xa,0.463276836158,11.3,-0.147157644336,3.5,西安,2013-12,正常/正常,0.0,0.0,直喷,无,标配,标配,无,11.3万公里,0.0,通风盘式,正常/无,正常/正常,无/无,标配,麦弗逊式独立悬架,215/50 R17,电动助力,8.2,长安福特,2.0L 170马力 L4,0.0,自动,0.0,6档双离合变速箱(DCT),盘式,多连杆独立悬架,标配,标配/标配,标配,215/50 R17,0.0,0.0,标配,0.0,标配,0.0,福特福克斯 2012款 两厢 2.0L 自动豪华运动型,无,无,国四,国四,2.0,1391,17.7,无,202,170.0,3500元（车价x4%，最低3500元） ,0.0,2012款,L4,0.0,4.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,3.0,无,标配,356,标配,福特福克斯,标配,5门5座两厢车,2648,自然吸气,0.0,4368/1823/1483,标配,0.0,,-,0.0
597,无,xa,0.593220338983,5.88,0.377294231141,1.75,西安,2015-09,无/无,0.0,0.0,多点电喷,无,无,标配,无,5.88万公里,0.0,通风盘式,无/无,无/无,无/无,无,双横臂式独立悬架,195/65 R15,机械液压助力,3.5,东风风行,1.5L 112马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,钢板弹簧非独立悬架,无,标配/无,无,195/65 R15,0.0,0.0,无,0.0,无,0.0,东风风行菱智 2015款 V3 1.5L 5座特惠型,无,无,国四,国四,1.5,-,5.9,无,130,112.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,无,无,标配,MPV,1.0,无,无,-,标配,东风风行菱智,无,4门5座MPV,2800,自然吸气,1.0,4645/1695/1940,标配,0.0,,-,0.0
598,无,xa,0.699,6.8,0.842540477485,2.25,西安,2015-03,正常/正常,1.0,0.0,直喷,无,无,标配,无,6.8万公里,0.0,通风盘式,正常/无,正常/正常,无/无,标配,麦弗逊式独立悬架,225/65 R17,电动助力,13.98,长安马自达,2.0L 155马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,多连杆独立悬架,标配,标配/标配,标配,225/65 R17,0.0,0.0,标配,0.0,无,0.0,马自达CX-5 2013款 2.0L 自动两驱舒适型,无,无,国四,国四,2.0,1455,20.0,标配,200,155.0,5592元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,6.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型SUV,3.0,无,标配,490,标配,马自达CX-5,标配,5门5座SUV,2700,自然吸气,1.0,4555/1840/1710,标配,0.0,-,-,0.0
599,无,xa,0.515789473684,14.29,0.0631789016215,3.41666666667,西安,2014-01,正常/正常,0.0,0.0,多点电喷,无,标配,无,无,14.29万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,195/65 R15,机械液压助力,4.9,长城汽车,1.5T 133马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,纵臂扭力梁式复合悬架,无,标配/标配,标配,195/65 R15,0.0,0.0,标配,0.0,无,0.0,长城V80 2013款 1.5T 手动雅尚型,无,无,国四,国四,1.5,1490,9.5,无,188,133.0,3500元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,无,标配,标配,MPV,3.0,无,标配,-,标配,长城V80,无,5门7座MPV,2825,涡轮增压,0.0,4574/1704/1860,标配,0.0,,-,0.0
600,无,xa,0.342857142857,10.5,-0.650587566141,3.16666666667,西安,2014-04,无/无,0.0,0.0,多点电喷,无,无,无,无,10.5万公里,0.0,盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,155/65 R13,机械液压助力,1.2,奇瑞汽车,0.8L 52马力 L3,0.0,手动,0.0,5档手动变速箱(MT),鼓式,纵向拖曳臂式非独立悬架,无,无/无,无,155/65 R13,1.0,0.0,无,0.0,无,0.0,奇瑞QQ3 2011款 0.8L 手动冠军版,无,无,国四,国四,0.8,880,3.5,无,70,52.0,3000元（车价x4%，最低3000元） ,0.0,2011款,L3,0.0,8.0,0.0,0.0,汽油,92号,无,无,无,标配,微型车,1.0,无,无,190,无,奇瑞QQ3,无,5门5座两厢车,2340,自然吸气,4.0,3550/1495/1485,无,0.0,,-,0.0
601,标配,xa,0.560810810811,9.25,0.244453337901,3.0,西安,2014-06,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,9.25万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,205/60 R16,机械液压助力,4.15,长城汽车,1.5L 106马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,纵臂扭力梁式复合悬架,无,标配/标配,标配,205/60 R16,0.0,0.0,标配,0.0,无,0.0,长城M4 2012款 1.5L 手动豪华型,无,无,国四,国四,1.5,1106,7.4,无,138,106.0,3500元（车价x4%，最低3500元） ,0.0,2012款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,无,标配,标配,小型SUV,3.0,无,无,-,标配,长城M4,无,5门5座SUV,2383,自然吸气,0.0,3961/1728/1617,标配,0.0,,-,0.0
602,无,xa,0.483516483516,9.9,-0.0659579677918,3.25,西安,2014-03,正常/正常,0.0,0.0,多点电喷,无,无,标配,无,9.9万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,185/65 R15,电动助力,4.4,东风雪铁龙,1.6L 117马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,扭力梁式非独立悬架,无,标配/标配,标配,185/65 R15,0.0,0.0,无,0.0,无,0.0,雪铁龙爱丽舍 2014款 1.6L 手动时尚型,无,无,国四,国四,1.6,1150,9.1,无,150,117.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型车,6.0,无,无,485,标配,雪铁龙爱丽舍,无,4门5座三厢车,2652,自然吸气,6.0,4427/1748/1476,标配,0.0,,-,0.0
603,无,xa,0.474358974359,9.4,-0.10265415406,2.83333333333,西安,2014-08,无/无,0.0,0.0,多点电喷,无,无,标配,无,9.4万公里,0.0,通风盘式,无/无,无/无,无/无,无,双横臂式独立悬架,215/65 R15,机械液压助力,3.7,东风风行,1.6L 113马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,钢板弹簧非独立悬架,无,标配/无,无,215/65 R15,0.0,0.0,无,0.0,无,0.0,东风风行菱智 2014款 M3 1.6L 7座舒适型,无,无,国四,国四,1.6,-,7.8,无,138,113.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,无,无,标配,MPV,3.0,无,无,-,标配,东风风行菱智,无,4门7座MPV,2800,自然吸气,0.0,4645/1695/1940,标配,0.0,,-,0.0
604,无,xa,0.605042016807,7.78,0.426518517306,2.0,西安,2015-06,正常/正常,0.0,0.0,多点电喷,无,无,标配,无,7.78万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,215/55 R18,电动助力,7.2,上汽通用雪佛兰,1.4T 140马力 L4,0.0,手动,0.0,6档手动变速箱(MT),盘式,复合扭力梁式非独立悬架,标配,标配/标配,标配,215/55 R18,0.0,0.0,无,0.0,无,0.0,雪佛兰创酷 2014款 1.4T 手动两驱舒适型,无,无,国四,国四,1.4,1380,11.9,无,200,140.0,3500元（车价x4%，最低3500元） ,1.0,2014款,L4,0.0,4.0,0.0,0.0,汽油,92号,无,无,无,标配,小型SUV,1.0,无,无,356-13,标配,雪佛兰创酷,标配,5门5座SUV,2555,涡轮增压,7.0,4248/1776/1647,标配,0.0,-,-,0.0
605,无,xa,0.673913043478,9.17,0.725937003383,1.33333333333,西安,2016-02,无/无,0.0,0.0,多点电喷,无,无,无,无,9.17万公里,0.0,通风盘式,无/无,无/无,无/无,标配,双横臂扭杆式独立悬挂,205/70 R15,液压助力,6.2,江淮汽车,2.0L 136马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,钢板弹簧非独立悬架,无,标配/无,标配,205/70 R15,0.0,0.0,无,0.0,无,0.0,江淮瑞风 2012款 2.0L穿梭时光版HFC4GA3,无,无,国四,国四,2.0,1950,9.2,无,190,136.0,3500元（车价x4%，最低3500元） ,0.0,2012款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,无,无,标配,轻客,2.0,无,无,-,标配,江淮瑞风,无,客车,2810,自然吸气,0.0,4695/1820/1880,标配,0.0,,-,0.0
606,无,xa,0.483516483516,9.9,-0.0659579677918,3.25,西安,2014-03,正常/正常,0.0,0.0,多点电喷,无,无,标配,无,9.9万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,185/65 R15,电动助力,4.4,东风雪铁龙,1.6L 117马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,扭力梁式非独立悬架,无,标配/标配,标配,185/65 R15,0.0,0.0,无,0.0,无,0.0,雪铁龙爱丽舍 2014款 1.6L 手动时尚型,无,无,国四,国四,1.6,1150,9.1,无,150,117.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型车,6.0,无,无,485,标配,雪铁龙爱丽舍,无,4门5座三厢车,2652,自然吸气,6.0,4427/1748/1476,标配,0.0,,-,0.0
607,无,xa,0.510975609756,11.4,0.0439094926156,3.25,西安,2014-03,正常/正常,0.0,0.0,多点电喷,无,无,标配,无,11.4万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,195/65 R15,电子液压助力,4.19,上汽集团,1.5L 109马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,H型扭力梁式非独立,无,标配/标配,标配,195/65 R15,0.0,0.0,无,0.0,无,0.0,荣威350 2014款 1.5L 手动迅驰版,无,无,国四,国四,1.5,1275,8.2,无,135,109.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,9.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型车,1.0,无,无,458,标配,荣威350,无,4门5座三厢车,2650,自然吸气,1.0,4521/1788/1492,标配,0.0,,-,0.0
608,标配,xa,0.67816091954,4.2,0.745332933731,1.08333333333,西安,2016-05,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,标配,4.2万公里,0.0,通风盘式,正常/无,无/无,无/无,标配,麦弗逊式独立悬架,205/50 R17,机械液压助力,5.9,比亚迪,1.5L 109马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,扭力梁式非独立悬架,标配,标配/标配,标配,205/50 R17,0.0,0.0,标配,0.0,标配,0.0,比亚迪元 2016款 1.5L 手动尊贵型,无,无,国四,国四,1.5,1325,8.7,标配,145,109.0,3500元（车价x4%，最低3500元） ,0.0,2016款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,标配,无,标配,小型SUV,1.0,标配,标配,-,标配,比亚迪元,标配,5门5座SUV,2535,自然吸气,2.0,4360/1785/1650,标配,0.0,,-,0.0
609,无,xa,0.741626794258,4.44,1.05444107035,1.41666666667,西安,2016-01,正常/正常,0.0,0.0,混合喷射,无,无,标配,无,4.44万公里,0.0,通风盘式,正常/无,无/无,标配/无,无,麦弗逊式独立悬架,215/60 R16,电动助力,15.5,广汽丰田,2.0L 167马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,双连杆独立悬架,标配,标配/标配,标配,215/60 R16,0.0,0.0,标配,0.0,无,0.0,丰田凯美瑞 2015款 2.0G 领先版,无,无,国四,国四,2.0,1475,20.9,无,199,167.0,6200元（车价x4%，最低3500元） ,1.0,2015款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,标配,标配,标配,中型车,4.0,无,标配,-,标配,丰田凯美瑞,标配,4门5座三厢车,2775,自然吸气,0.0,4850/1825/1480,标配,0.0,,-,0.0
610,标配,xa,0.65,8.2,0.619039208406,2.58333333333,西安,2014-11,正常/正常,0.0,0.0,多点电喷,标配,无,标配,无,8.2万公里,0.0,通风盘式,无/无,无/无,无/无,标配,双横臂式扭杆弹簧独立悬架,235/70 R16,机械液压助力,7.8,长城汽车,2.0T 190马力 L4,0.0,手动,0.0,6档手动变速箱(MT),盘式,五连杆式非独立悬架,无,标配/标配,标配,235/70 R16,0.0,0.0,标配,0.0,标配,0.0,哈弗H5 2013款 智尊版 2.0T手动四驱进取型,无,无,国四,国四,2.0,1830,12.0,无,250,190.0,3500元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,8.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型SUV,0.0,无,标配,-,标配,哈弗H5,无,5门5座SUV,2700,涡轮增压,2.0,4650/1800/1755,标配,0.0,分时四驱,-,0.0
611,无,xa,0.575308641975,6.65,0.303543976752,1.5,西安,2015-12,正常/正常,0.0,0.0,直喷,无,标配,标配,无,6.65万公里,0.0,通风盘式,正常/无,无/无,无/无,标配,麦弗逊式独立悬架,225/50 R17,电动助力,13.98,上汽斯柯达,1.8T 160马力 L4,0.0,自动,0.0,6档双离合变速箱(DCT),盘式,多连杆独立悬架,标配,标配/标配,标配,225/50 R17,0.0,0.0,标配,0.0,标配,0.0,斯柯达Yeti 2014款 1.8TSI DSG极地版,无,无,国四,国四,1.8,1590,24.3,无,250,160.0,5592元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,3.0,0.0,0.0,汽油,95号,无,无,标配,标配,小型SUV,1.0,标配,标配,430-16,标配,斯柯达Yeti,标配,5门5座SUV,2638,涡轮增压,0.0,4459/1793/1682,标配,0.0,全时四驱,-,0.0
612,无,xa,0.390217391304,13.07,-0.446398517034,4.16666666667,西安,2013-04,正常/正常,0.0,0.0,多点电喷,无,标配,无,无,13.07万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,215/65 R16,机械液压助力,7.18,北京现代,2.0L 142马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,双连杆独立悬架,无,标配/标配,标配,215/65 R16,0.0,0.0,无,0.0,无,0.0,现代途胜 2009款 2.0L 手动两驱时尚型,无,无,国四,国四,2.0,1541,18.4,无,184,142.0,3500元（车价x4%，最低3500元） ,0.0,2009款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型SUV,4.0,无,无,644-18,标配,现代途胜,无,5门5座SUV,2630,自然吸气,0.0,4325/1830/1730,标配,0.0,-,-,0.0
613,无,xa,0.630769230769,6.82,0.535518236356,1.08333333333,西安,2016-05,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,6.82万公里,0.0,通风盘式,正常/无,正常/正常,无/无,无,麦弗逊式独立悬架,205/55 R16,电动助力,8.2,长安福特,1.5L 113马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,扭力梁式后悬架,无,标配/标配,标配,205/55 R16,0.0,0.0,标配,0.0,标配,0.0,福特福睿斯 2015款 1.5L 自动时尚型,无,无,国四,国四,1.5,1300,13.0,无,142,113.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,6.0,无,标配,448,标配,福特福睿斯,标配,4门5座三厢车,2687,自然吸气,2.0,4587/1825/1490,标配,0.0,,-,0.0
614,无,xa,0.588235294118,5.07,0.356674943939,1.5,西安,2015-12,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,5.07万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,195/60 R16,电动助力,8.0,东风日产,1.6L 126马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,带稳定杆扭力梁式后悬架,无,标配/标配,标配,195/60 R16,0.0,0.0,标配,0.0,无,0.0,日产轩逸 2012款 1.6XL 手动豪华版,无,无,国四,国四,1.6,1217,13.6,无,154,126.0,3500元（车价x4%，最低3500元） ,0.0,2012款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,7.0,无,无,510,标配,日产轩逸,无,4门5座三厢车,2700,自然吸气,1.0,4610/1760/1495,标配,0.0,,-,0.0
615,无,xa,0.66028708134,6.14,0.664573808116,2.0,西安,2015-06,正常/正常,1.0,0.0,混合喷射,无,无,标配,无,6.14万公里,0.0,通风盘式,正常/无,无/无,标配/无,无,麦弗逊式独立悬架,215/60 R16,电动助力,13.8,广汽丰田,2.0L 167马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,双连杆独立悬架,标配,标配/标配,标配,215/60 R16,1.0,0.0,标配,0.0,无,0.0,丰田凯美瑞 2015款 2.0G 领先版,无,无,国五,国五,2.0,1475,20.9,无,199,167.0,5520元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,标配,标配,标配,中型车,1.0,无,标配,-,标配,丰田凯美瑞,标配,4门5座三厢车,2775,自然吸气,4.0,4850/1825/1480,标配,0.0,,-,0.0
616,无,xa,0.553191489362,5.3,0.213574100298,1.58333333333,西安,2015-11,正常/正常,0.0,0.0,多点电喷,无,无,标配,无,5.3万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,185/65 R14,机械液压助力,5.2,上汽通用别克,1.5L 113马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,双连杆独立悬架,无,标配/标配,标配,185/65 R14,0.0,0.0,无,0.0,无,0.0,别克凯越 2015款 1.5L 手动经典型,无,无,国四,国四,1.5,1210,9.4,无,141,113.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,6.0,无,无,405,标配,别克凯越,无,4门5座三厢车,2600,自然吸气,0.0,4515/1725/1445,标配,0.0,,-,0.0
617,无,xa,0.514285714286,5.3,0.0571584138399,1.16666666667,西安,2016-04,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,5.3万公里,0.0,通风盘式,无/无,无/无,无/无,无,双横臂式独立悬架带横向稳定杆,205/55 R16,机械液压助力,5.4,一汽奔腾,1.6L 103马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,多连杆独立悬架,标配,标配/标配,标配,205/55 R16,0.0,0.0,标配,0.0,标配,0.0,奔腾B50 2013款 1.6L 手动豪华型,无,无,国四,国四,1.6,-,10.5,无,145,103.0,3500元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,4.0,无,标配,450,标配,奔腾B50,无,4门5座三厢车,2675,自然吸气,1.0,4615/1785/1435,标配,0.0,,-,0.0
618,无,xa,0.577669902913,13.6,0.313215374457,4.08333333333,西安,2013-05,正常/正常,0.0,0.0,多点电喷,无,无,标配,无,13.6万公里,0.0,通风盘式,正常/无,无/无,标配/无,无,麦弗逊式独立悬架,215/60 R16,电动助力,11.9,广汽丰田,2.0L 148马力 L4,0.0,自动,0.0,4档手自一体变速箱(AT),盘式,双连杆独立悬架,标配,标配/标配,标配,215/60 R16,2.0,0.0,标配,0.0,无,0.0,丰田凯美瑞 2013款 2.0G 舒适版,无,无,国四,国四,2.0,1465,20.6,无,190,148.0,4760元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,4.0,0.0,0.0,汽油,92号,无,标配,标配,标配,中型车,3.0,无,标配,-,标配,丰田凯美瑞,无,4门5座三厢车,2775,自然吸气,1.0,4825/1825/1480,标配,0.0,,-,0.0
619,加装,xa,0.657894736842,7.4,0.653926467407,2.25,西安,2015-03,正常/正常,0.0,0.0,多点电喷,加装,无,标配,无,7.4万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,225/60 R17,机械液压助力,5.0,吉利汽车,1.8L 139马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,多连杆独立悬架,标配,标配/标配,标配,225/60 R17,0.0,0.0,无,0.0,无,0.0,吉利GX7 2015款 经典版 1.8L 手动电商专供型 国IV,无,无,国四,国四,1.8,1485,7.6,无,172,139.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,无,加装,标配,紧凑型SUV,1.0,无,无,-,标配,吉利GX7,无,5门5座SUV,2661,自然吸气,0.0,4553/1833/1673,标配,0.0,,-,0.0
620,加装,xa,0.579797979798,10.09,0.321944136058,3.0,西安,2014-06,正常/正常,0.0,0.0,多点电喷,加装,无,标配,无,10.09万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,215/60 R16,机械液压助力,11.48,广汽丰田,2.0L 147马力 L4,0.0,自动,0.0,4档自动变速箱(AT),盘式,双连杆独立悬架,无,标配/标配,标配,215/60 R16,1.0,0.0,无,0.0,无,0.0,丰田凯美瑞 2013款 200E 经典精英版,无,无,国四,国四,2.0,1490,19.8,无,190,147.0,4592元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,1.0,0.0,0.0,汽油,95号,无,无,加装,标配,中型车,6.0,无,标配,504,标配,丰田凯美瑞,无,4门5座三厢车,2775,自然吸气,1.0,4825/1820/1485,标配,0.0,,-,0.0
621,标配,xa,0.611374407583,4.86,0.453093157097,1.5,西安,2015-12,正常/正常,0.0,0.0,直喷,标配,标配,标配,无,4.86万公里,0.0,通风盘式,正常/无,无/无,标配/无,无,麦弗逊式独立悬架,215/55 R17,电动助力,12.9,北京现代,1.6T 180马力 L4,0.0,自动,0.0,7档双离合变速箱(DCT),盘式,多连杆独立悬架,标配,标配/标配,标配,215/55 R17,0.0,0.0,标配,0.0,标配,0.0,现代索纳塔九 2015款 1.6T GLS智能型,标配,无,国四,国四,1.6,1500,21.1,标配,265,180.0,5160元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,标配,标配,中型车,5.0,无,标配,510,标配,现代索纳塔九,标配,4门5座三厢车,2805,涡轮增压,0.0,4855/1865/1485,标配,0.0,,-,0.0
622,标配,xa,0.732283464567,3.61,1.00623896854,1.16666666667,西安,2016-04,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,3.61万公里,0.0,通风盘式,正常/无,正常/正常,无/无,标配,麦弗逊式独立悬架,225/65 R17,电动助力,9.3,长安汽车,1.8T 177马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,多连杆独立悬架,标配,标配/标配,标配,225/65 R17,0.0,0.0,标配,0.0,标配,0.0,长安CS75 2016款 1.8T 自动精英型 国V,无,无,国五,国五,1.8,1665,12.7,标配,230,177.0,3720元（车价x4%，最低3500元） ,0.0,2016款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型SUV,2.0,标配,标配,590-15,标配,长安CS75,标配,5门5座SUV,2700,涡轮增压,1.0,4650/1850/1705,标配,0.0,-,-,0.0
623,标配,xa,0.572839506173,7.97,0.293445777169,2.41666666667,西安,2015-01,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,7.97万公里,0.0,通风盘式,正常/无,正常/正常,标配/无,标配,麦弗逊式独立悬架,225/60 R18,电动助力,9.28,东风乘用车,2.3L 171马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,双横臂式独立悬架,标配,标配/标配,标配,225/60 R18,0.0,0.0,标配,0.0,标配,0.0,东风风神AX7 2015款 2.3L 自动智尊型,无,无,国四,国四,2.3,1590,16.2,标配,230,171.0,3712元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,标配,标配,紧凑型SUV,4.0,标配,标配,565-15,标配,东风风神AX7,标配,5门5座SUV,2712,自然吸气,0.0,4690/1850/1727,标配,0.0,,-,0.0
624,无,xa,0.647222222222,3.1,0.606851367107,1.0,西安,2016-06,正常/正常,0.0,0.0,多点电喷,无,无,标配,无,3.1万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,205/60 R16,电动助力,6.99,上汽通用雪佛兰,1.5L 113马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,扭力梁式非独立悬架,无,标配/标配,标配,205/60 R16,0.0,0.0,无,0.0,无,0.0,雪佛兰科鲁兹 2015款 1.5L 经典 SE MT,无,无,国四,国四,1.5,1320,10.8,无,141,113.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,2.0,无,无,461,标配,雪佛兰科鲁兹,无,4门5座三厢车,2685,自然吸气,1.0,4643/1797/1477,标配,0.0,,-,0.0
625,标配,xa,0.478494623656,11.97,-0.0860746087712,3.66666666667,西安,2013-10,正常/正常,0.0,0.0,直喷,标配,标配,标配,无,11.97万公里,0.0,通风盘式,正常/无,正常/正常,无/无,无,麦弗逊式独立悬架,205/55 R16,机械液压助力,4.45,比亚迪,1.5T 154马力 L4,0.0,手动,0.0,6档手动变速箱(MT),盘式,扭力梁式非独立悬架,无,标配/标配,标配,205/55 R16,0.0,0.0,标配,0.0,无,0.0,比亚迪速锐 2013款 1.5TI 手动尊贵型,无,无,国四,国四,1.5,1385,9.3,标配,240,154.0,3500元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,6.0,0.0,0.0,汽油,92号,无,标配,标配,标配,紧凑型车,0.0,标配,标配,450,标配,比亚迪速锐,标配,4门5座三厢车,2660,涡轮增压,1.0,4680/1765/1490,标配,0.0,,-,0.0
